gemini_query,gemini_positive matches,gemini_positive matches count,gemini_llm only matches,gemini_llm only matches count,gemini_gt only matches,gemini_gt only matches count,gemini_correct column inferences,gemini_correct column inferences count,gemini_incorrect column inferences,gemini_incorrect column inferences count,gemini_correct column keyword match,gemini_correct column keyword match count,gemini_incorrect column keyword match,gemini_incorrect column keyword match count,gemini_correct data value classifications,gemini_correct data value classifications count,gemini_incorrect data value classifications,gemini_incorrect data value classifications count
can you name an unusual reason for choosing this school,['reason'],1,[],0,['school'],1,[],0,[],0,['reason'],1,['school'],1,[],0,[],0
could you show me the list sorted by study time ( longest to shortest ),['studytime'],1,[],0,[],0,[],0,[],0,[],0,['studytime'],1,[],0,[],0
find the distribution by age,['age'],1,[],0,[],0,[],0,[],0,['age'],1,[],0,[],0,[],0
can you tell me which students have fathers that are teachers,['fjob'],1,[],0,[],0,['fjob'],1,[],0,[],0,[],0,[],0,[],0
retrieve the students with fathers who work as teachers,['fjob'],1,[],0,[],0,[],0,['fjob'],1,[],0,[],0,[],0,[],0
tell me the youngest students in the dataset,['age'],1,[],0,[],0,[],0,['age'],1,[],0,[],0,[],0,[],0
tell me the types of jobs the student's mothers have,['mjob'],1,[],0,[],0,['mjob'],1,[],0,[],0,[],0,[],0,[],0
i 'm wondering would the travel time decrease for students if they spent more time studying,"['traveltime', 'studytime']",2,[],0,[],0,[],0,[],0,[],0,"['traveltime', 'studytime']",2,[],0,[],0
would more time spent on studying reduce travel time for students,"['traveltime', 'studytime']",2,[],0,[],0,[],0,[],0,"['traveltime', 'studytime']",2,[],0,[],0,[],0
can you tell me the state which may have the largest average population in the next year,"['state', 'july 1, 2001 population', 'july 1, 2002 population']",3,[],0,"['july 1, 2000 population', 'april 1, 2000 population estimates base', 'census 2000 population']",3,"['july 1, 2001 population', 'july 1, 2002 population']",2,"['july 1, 2000 population', 'april 1, 2000 population estimates base', 'census 2000 population']",3,[],0,['state'],1,[],0,[],0
can you see any abnormalities in the suicide rates,[],0,"['suicides_no', 'population', 'suicides/100k pop', 'age', 'sex']",5,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,[],0,[],0,[],0
name the country with the lowest suicide rate,['country'],1,['suicides/100k pop'],1,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,['country'],1,[],0,[],0
do you know the average number of suicides in europe,[],0,['suicides_no'],1,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,[],0,[],0,[],0
are there any countries with anomalously low suicides rates,[],0,"['country', 'suicides/100k pop']",2,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,[],0,[],0,[],0
is there similarities between gdp per capita and suicide rates,[],0,"['gdp_per_capita', 'suicides/100k pop']",2,"['gdp_per_capita ($)', 'suicide/100k pop']",2,[],0,['suicide/100k pop'],1,[],0,['gdp_per_capita ($)'],1,[],0,[],0
were there any countries with abnormally low suicide rates,[],0,"['country', 'suicides/100k pop']",2,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,[],0,[],0,[],0
"with the suicide larger than 100, determine the ages in albania",['age'],1,"['suicides_no', 'country']",2,['suicide_no'],1,[],0,['suicide_no'],1,['age'],1,[],0,[],0,[],0
the country with the lowest suicide rate is,['country'],1,['suicides/100k pop'],1,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,['country'],1,[],0,[],0
what is the distribution rate of suicide,[],0,"['suicides_no', 'population', 'suicides/100k pop']",3,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,[],0,[],0,[],0,[],0
what is the total number of all suicides in 1999,['year'],1,['suicides_no'],1,['suicide_no'],1,[],0,[],0,[],0,[],0,['year'],1,['suicide_no'],1
would there be any clustering of countries in terms of suicide rates,['country'],1,['suicides/100k pop'],1,['suicide/100k pop'],1,[],0,['suicide/100k pop'],1,['country'],1,[],0,[],0,[],0
create a list showing the ages of people who committed suicide in albania,['age'],1,[],0,['country'],1,[],0,[],0,['age'],1,[],0,[],0,['country'],1
"for the gdp of china, has it gone up or down over the last decade","['year', 'country']",2,['gdp_for_year ($)'],1,['gdp_per_year ($)'],1,[],0,[],0,[],0,['gdp_per_year ($)'],1,['country'],1,['year'],1
"of all countries, how is the gdp distribution",[],0,"['country', 'gdp_for_year ($)']",2,['gdp_per_capita ($)'],1,[],0,[],0,[],0,['gdp_per_capita ($)'],1,[],0,[],0
has there been an increase or decrease in the gdp of china over the last 10 years,"['country', 'year']",2,['gdp_for_year ($)'],1,['gdp_per_year ($)'],1,[],0,[],0,[],0,['gdp_per_year ($)'],1,[],0,['year'],1
how much is the average of profit of each state,"['profit', 'state']",2,[],0,[],0,[],0,[],0,['profit'],1,['state'],1,[],0,[],0
how do the company earn in each state,"['profit', 'state']",2,[],0,[],0,['profit'],1,[],0,[],0,['state'],1,[],0,[],0
what were the total sales for each date in each category,"['sales', 'category', 'order date']",3,[],0,[],0,[],0,[],0,"['sales', 'category']",2,['order date'],1,[],0,[],0
how much was sold each day for each category,"['sales', 'category', 'order date']",3,['days to ship'],1,[],0,[],0,[],0,"['sales', 'category']",2,['order date'],1,[],0,[],0
what is the average profit for each state,"['profit', 'state']",2,[],0,[],0,[],0,[],0,['profit'],1,['state'],1,[],0,[],0
what is the relationship between profit and sales,"['profit', 'sales']",2,[],0,[],0,[],0,[],0,['profit'],1,[],0,[],0,[],0
what is the average profit of each ship mode divided by segment,"['profit', 'ship mode', 'segment']",3,[],0,[],0,[],0,[],0,['profit'],1,[],0,[],0,[],0
what is the sales forecast for each date,['sales forecast'],1,['order date'],1,['order_date'],1,[],0,[],0,[],0,"['sales forecast', 'order_date']",2,[],0,[],0
how many orders were placed for each order quantity,['quantity'],1,['order id'],1,[],0,[],0,[],0,[],0,['quantity'],1,[],0,[],0
what is the relationship between sales and profit for each region,"['sales', 'profit', 'region']",3,[],0,[],0,[],0,[],0,"['sales', 'profit']",2,['region'],1,[],0,[],0
how many orders were placed for each sub-category,['sub-category'],1,['order id'],1,[],0,[],0,[],0,['sub-category'],1,[],0,[],0,[],0
"what is the total profit for each region, based on ship status","['region', 'profit', 'ship status']",3,[],0,[],0,[],0,[],0,"['profit', 'ship status']",2,[],0,[],0,[],0
what is the sales trend of the different product categories,"['sales', 'category']",2,['product name'],1,['order date'],1,[],0,['order date'],1,['sales'],1,['category'],1,[],0,[],0
how many products have 3 or more quantity ordered,['quantity'],1,[],0,['category'],1,[],0,[],0,['quantity'],1,['category'],1,[],0,[],0
how many products are ordered in single quantity,['quantity'],1,[],0,['category'],1,[],0,['category'],1,[],0,['quantity'],1,[],0,[],0
density of sales across regions and their profitability,"['sales', 'region', 'profit']",3,[],0,[],0,[],0,[],0,"['sales', 'region', 'profit']",3,[],0,[],0,[],0
what are the profits across different states,"['profit', 'state']",2,[],0,[],0,[],0,[],0,"['profit', 'state']",2,[],0,[],0,[],0
what product category has more orders placed,"['category', 'quantity']",2,[],0,[],0,['quantity'],1,[],0,['category'],1,[],0,[],0,[],0
sales forecast between jan 2016 and july 2017,"['sales forecast', 'order date']",2,[],0,[],0,[],0,[],0,['sales forecast'],1,[],0,[],0,['order date'],1
i want to know how many orders there are by the quantity of the order,['quantity'],1,['order id'],1,[],0,[],0,[],0,[],0,['quantity'],1,[],0,[],0
what is our profit based on shipping mode by customer segment,"['profit', 'ship mode', 'segment']",3,[],0,[],0,[],0,[],0,[],0,"['profit', 'segment', 'ship mode']",3,[],0,[],0
what is the sales vs profit ratio of the four regions,"['sales', 'profit', 'region']",3,[],0,[],0,[],0,[],0,"['sales', 'profit', 'region']",3,[],0,[],0,[],0
what is the average profit of each state,"['profit', 'state']",2,[],0,[],0,[],0,[],0,['profit'],1,['state'],1,[],0,[],0
what is the sales vs profit ratio of all the zones,"['sales', 'profit', 'region']",3,[],0,[],0,[],0,[],0,"['sales', 'profit']",2,[],0,[],0,[],0
what is the average profit of different segments on the ship modes of transport,"['segment', 'ship mode', 'profit']",3,[],0,[],0,[],0,[],0,[],0,"['profit', 'segment', 'ship mode']",3,[],0,[],0
how much is the profit for sales for each,"['sales', 'profit']",2,[],0,[],0,[],0,[],0,"['sales', 'profit']",2,[],0,[],0,[],0
what is the correlation between sales and profit by region,"['sales', 'profit', 'region']",3,[],0,[],0,[],0,[],0,[],0,"['profit', 'region', 'sales']",3,[],0,[],0
can you create a graph showing sales and profit by region,"['sales', 'region', 'profit']",3,[],0,[],0,[],0,[],0,"['sales', 'region', 'profit']",3,[],0,[],0,[],0
"from all of the universities in london, list the one who has the most faculties",['location'],1,['name'],1,['num'],1,['location'],1,['num'],1,[],0,[],0,[],0,[],0
show me a university that has more than 30 faculties and more than 50 teachers,['num'],1,['name'],1,[],0,[],0,['num'],1,[],0,[],0,['num'],1,[],0
universities with similar number of teachers,['num'],1,[],0,[],0,[],0,[],0,[],0,['num'],1,[],0,[],0
"from all of the universities in london, list the one who has the most faculties",['location'],1,['name'],1,['num'],1,['location'],1,['num'],1,[],0,[],0,[],0,[],0
the universities cover which locations,['location'],1,[],0,[],0,[],0,[],0,['location'],1,[],0,[],0,[],0
what is the teacher distribution of new york universities,"['location', 'num']",2,"['name', 'tuition']",2,[],0,[],0,['num'],1,[],0,[],0,[],0,[],0
would teachers in harvard be considered outliers if the university was in new york,['name'],1,"['location', 'tuition']",2,['locaition'],1,[],0,[],0,[],0,[],0,['location'],1,"['name', 'locaition']",2
which movie is the highest-grossing,"['movie', 'revenue ($)']",2,[],0,[],0,[],0,['revenue ($)'],1,[],0,['movie'],1,[],0,[],0
do you feel that midfield players have a lower market value than front court players,"['position', 'market_value']",2,[],0,[],0,[],0,[],0,['market_value'],1,[],0,[],0,['position'],1
in the premier league how are the transferred players ages distributed,['age'],1,"['team_to', 'league_to']",2,['league_from'],1,[],0,[],0,['age'],1,[],0,['league_to'],1,['league_from'],1
tell me a reason why top backcourt players have a higher market value than the top frontcourt player,"['market_value', 'position']",2,[],0,[],0,[],0,[],0,['market_value'],1,[],0,[],0,['position'],1
which player had an abnormal transfer_fee,['transfer_fee'],1,[],0,[],0,[],0,[],0,['transfer_fee'],1,[],0,[],0,[],0
how old was david when he was transferred in 2010,"['name', 'age', 'season']",3,[],0,[],0,['age'],1,[],0,[],0,[],0,[],0,[],0
"what player had a market value of 50,000,000 and was transferred for 58,500,000 in the 2010鈥毭劽011","['name', 'market_value', 'transfer_fee']",3,['season'],1,[],0,['name'],1,[],0,[],0,['market_value'],1,"['market_value', 'transfer_fee', 'season']",3,[],0
"for the center forward position, what was the highest market value for the 2011-2012 season","['season', 'position']",2,['market_value'],1,[],0,[],0,[],0,"['season', 'position']",2,[],0,[],0,[],0
tell me the numbers of the transferred players in different leagues in the 2010-2011 season,,,,,,,,,,,,,,,,,,
"what player had a market value of 50,000,000 and was transferred for 58,500,000 in the 2010‚äì2011","['name', 'market_value', 'transfer_fee']",3,['season'],1,[],0,['name'],1,[],0,[],0,['market_value'],1,"['market_value', 'transfer_fee', 'season']",3,[],0
could you buy a player with his market value higher than a transfer fee,"['market_value', 'transfer_fee']",2,[],0,[],0,[],0,[],0,"['market_value', 'transfer_fee']",2,[],0,[],0,[],0
what is the average transfer_fee for players who transferred to the premier league,"['transfer_fee', 'league_to']",2,[],0,[],0,['league_to'],1,[],0,['transfer_fee'],1,[],0,[],0,[],0
list center-backs by what their transfer_fee was,"['position', 'transfer_fee']",2,[],0,[],0,[],0,[],0,['transfer_fee'],1,[],0,[],0,['position'],1
which player was the oldest that was transferred,"['name', 'age']",2,[],0,[],0,['name'],1,[],0,[],0,[],0,[],0,[],0
what is the distribution of the leagues who paid for transferred players in 2010,['league_to'],1,[],0,['season'],1,['league_to'],1,[],0,[],0,[],0,[],0,['season'],1
are you aware of any clustering of the seasons in which players were transferred to the premier league,['season'],1,[],0,['league_to'],1,[],0,[],0,[],0,"['season', 'league_to']",2,[],0,[],0
"if you were to average it out, how upbeat would you say the songs are",[],0,['energy'],1,['beats.per.minute'],1,[],0,['beats.per.minute'],1,[],0,[],0,[],0,[],0
describe the popularity of the loudest song,"['popularity', 'loudness..db..']",2,[],0,[],0,[],0,[],0,"['popularity', 'loudness..db..']",2,[],0,[],0,[],0
can you help me find some popular songs,['popularity'],1,[],0,[],0,[],0,[],0,['popularity'],1,[],0,[],0,[],0
"in terms of length, how long is ' beautiful people '",['track.name'],1,['length'],1,['length.'],1,[],0,[],0,[],0,['length.'],1,[],0,[],0
tell me which genres were mentioned,['genre'],1,[],0,[],0,[],0,[],0,[],0,['genre'],1,[],0,[],0
what songs of the pop genrea has sam smith released,"['artist.name', 'genre']",2,['track.name'],1,[],0,[],0,[],0,['genre'],1,[],0,[],0,['artist.name'],1
are there singers who span multiple genres,"['artist.name', 'genre']",2,[],0,[],0,['artist.name'],1,[],0,['genre'],1,[],0,[],0,[],0
determine in what year the income of undergraduate students was higher,"['year', 'undergraduate income']",2,['postgraduate income'],1,[],0,[],0,[],0,['undergraduate income'],1,['year'],1,[],0,[],0
how are postgraduate student numbers distributed every year,"['postgraduate', 'year']",2,[],0,[],0,[],0,[],0,[],0,"['postgraduate', 'year']",2,[],0,[],0
could you tell me if there is any correlation between the number of undergraduate and postgraduate students,"['undergraduate', 'postgraduate']",2,[],0,[],0,[],0,[],0,"['undergraduate', 'postgraduate']",2,[],0,[],0,[],0
state the average income of postgraduate students in each country,['country'],1,['postgraduate income'],1,['undergraduate income'],1,[],0,[],0,[],0,"['country', 'undergraduate income']",2,[],0,[],0
what is the number of postgraduate students for each year,"['postgraduate', 'year']",2,[],0,[],0,[],0,[],0,['postgraduate'],1,['year'],1,[],0,[],0
"in each year, what is the distribution of the number of postgraduates","['year', 'postgraduate']",2,[],0,[],0,[],0,[],0,[],0,"['postgraduate', 'year']",2,[],0,[],0
the chart teaches them the horsepower range,['horsepower'],1,[],0,[],0,[],0,[],0,['horsepower'],1,[],0,[],0,[],0
name me a country that's happiness score does not coincide with the region it belongs to,"['happiness score', 'region', 'country']",3,[],0,[],0,[],0,[],0,"['happiness score', 'region', 'country']",3,[],0,[],0,[],0
tell me the country with the lowest trust score,['country'],1,['trust (government corruption)'],1,['trust'],1,[],0,['trust'],1,[],0,['country'],1,[],0,[],0
is there a correlation between happiness scores and other attributes,"['happiness score', 'economy (gdp per capita)', 'family', 'health (life expectancy)', 'freedom', 'trust (government corruption)', 'generosity']",7,[],0,['happiness rank'],1,"['economy (gdp per capita)', 'family', 'health (life expectancy)', 'freedom', 'trust (government corruption)']",5,['happiness rank'],1,['happiness score'],1,[],0,[],0,[],0
"what countries, other than finland, have higher happiness scores and lower gdp",['economy (gdp per capita)'],1,"['country', 'happiness score']",2,['happiness  score'],1,[],0,[],0,['economy (gdp per capita)'],1,['happiness  score'],1,[],0,[],0
can you tell me the area in the previous decade that increased rapidly in the happiness score,['happiness score'],1,['year'],1,['region'],1,[],0,['region'],1,['happiness score'],1,[],0,[],0,[],0
"can you tell me, in terms of economy, what is the range across all countries",,,,,,,,,,,,,,,,,,
show me any clustering there may be in the gdp that has a happiness score of larger than 5,"['happiness score', 'economy (gdp per capita)']",2,[],0,[],0,[],0,[],0,[],0,"['economy (gdp per capita)', 'happiness score']",2,[],0,[],0
within the last year have any countries experienced a sudden decrease in happiness score,['happiness score'],1,['year'],1,['country'],1,[],0,[],0,[],0,[],0,[],0,[],0
can you tell me the range of happiness score in western europe,"['happiness score', 'region']",2,[],0,[],0,[],0,[],0,['happiness score'],1,[],0,[],0,['region'],1
"out of all the countries, which ones have a happiness score higher then finland","['happiness score', 'country']",2,[],0,[],0,[],0,[],0,['happiness score'],1,[],0,[],0,['country'],1
can you tell me in what range will the number of countries in each region fall,"['country', 'region']",2,[],0,[],0,[],0,[],0,[],0,"['country', 'region']",2,[],0,[],0
please identify the parameters of the happiness score in western europe,"['region', 'happiness score']",2,"['country', 'happiness rank', 'economy (gdp per capita)', 'family', 'health (life expectancy)', 'freedom', 'trust (government corruption)', 'generosity', 'dystopia residual']",9,[],0,[],0,[],0,[],0,['happiness score'],1,[],0,['region'],1
show all the countries with happiness scores higher than 5,['happiness score'],1,[],0,['country'],1,[],0,[],0,[],0,['country'],1,[],0,['happiness score'],1
name the continent that contains the greatest number of countries that are top 10 on the happiness index,"['region', 'happiness rank']",2,['country'],1,[],0,['region'],1,['happiness rank'],1,[],0,[],0,[],0,[],0
do any countries have happiness scores that don 't match with their gdp,['happiness score'],1,['economy (gdp per capita)'],1,"['country', 'economy']",2,[],0,[],0,['happiness score'],1,['country'],1,[],0,[],0
"of all the countries trust score, which country has the lowest",,,,,,,,,,,,,,,,,,
name the country that scores the least on trust,"['trust (government corruption)', 'country']",2,[],0,[],0,[],0,[],0,['trust (government corruption)'],1,['country'],1,[],0,[],0
what is the range across all the countries in terms of economy,['economy (gdp per capita)'],1,[],0,['country'],1,[],0,[],0,['economy (gdp per capita)'],1,['country'],1,[],0,[],0
"organize the countries based on happiness score, with the score limit on each group being 10",['happiness score'],1,[],0,['country'],1,[],0,[],0,['happiness score'],1,['country'],1,[],0,[],0
show me the distribution of the health score as it is presented in different regions,"['health (life expectancy)', 'region']",2,[],0,[],0,[],0,[],0,['health (life expectancy)'],1,['region'],1,[],0,[],0
tell me the average gdp of countries in western europe,"['economy (gdp per capita)', 'region']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0,['region'],1
organize the countries by their region,"['country', 'region']",2,[],0,[],0,[],0,[],0,['region'],1,['country'],1,[],0,[],0
"for all the regions, can you show me the pattern of the happiness score","['happiness score', 'region']",2,[],0,[],0,[],0,[],0,['happiness score'],1,['region'],1,[],0,[],0
what are all the countries that have a happiness score similar to fineland 5 is an acceptable error score,,,,,,,,,,,,,,,,,,
what is the range of economy across all the countries,,,,,,,,,,,,,,,,,,
rank countries high to low by their family score,,,,,,,,,,,,,,,,,,
can we conclude that higher happiness comes from higher freedom,"['happiness score', 'freedom']",2,[],0,[],0,[],0,[],0,"['happiness score', 'freedom']",2,[],0,[],0,[],0
what dimension of the happiness index has the maximum fluctuation,[],0,"['happiness score', 'standard error']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0
retrieve the country that has had a sudden decrease in happiness score within a year,"['country', 'happiness score']",2,['year'],1,[],0,[],0,[],0,['happiness score'],1,[],0,[],0,[],0
"across all regions, what is the happiness score pattern","['happiness score', 'region']",2,[],0,[],0,[],0,[],0,[],0,['happiness score'],1,[],0,[],0
the health score is highest in which country,"['health (life expectancy)', 'country']",2,[],0,[],0,[],0,[],0,[],0,['country'],1,[],0,[],0
the highest health score is held by which country,"['health (life expectancy)', 'country']",2,[],0,[],0,[],0,[],0,[],0,['country'],1,[],0,[],0
please help me identify the least common age,['age'],1,[],0,[],0,[],0,[],0,[],0,['age'],1,[],0,[],0
"how does mpg compare to displacement, for each region","['mpg', 'cubicinches', 'country']",3,[],0,[],0,[],0,"['cubicinches', 'country']",2,['mpg'],1,[],0,[],0,[],0
